minimum_nights,amenity_score,number_of_reviews,availability_365,price_class,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_group_Unknown,room_type_Private room,room_type_Shared room,room_type_Unknown
-0.3135143132368141,-0.39088241628673165,0.3463277614569943,-0.4122585770397802,1,False,True,False,False,False,True,False,False
-0.2599790317196787,-1.5282251806439642,-0.20106580226336176,-0.6495834849987403,0,False,False,False,False,False,True,False,False
-0.20644375020254327,-1.1750776556380658,0.11824710990684593,-0.8180076132276797,1,False,True,False,False,False,True,False,False
-0.20644375020254327,-0.03254154532486387,-0.018601281023243075,1.8844340806275757,1,True,False,False,False,False,True,False,False
-0.3135143132368141,1.7591628094844758,-0.20106580226336176,-0.8103519710354552,2,False,True,False,False,False,False,False,False
-0.2599790317196787,-1.8709860137379248,-0.1554496719533321,-0.5194375677309234,0,True,False,False,False,False,True,False,False
-0.20644375020254327,-1.0452440067388382,-0.5203787144335694,-0.8333188976121287,1,True,False,False,False,False,True,False,False
-0.2599790317196787,0.22193240651762192,-0.06421741133327274,0.5217297704116112,1,False,True,False,False,False,True,False,False
-0.2599790317196787,0.8139738454980995,0.00420678413177176,0.33799435779822273,1,False,False,False,False,False,False,False,False
0.007697375865998424,0.964580878221203,-0.4747625841235398,-0.8486301819965778,2,True,False,False,False,False,False,False,False
2.042038073517144,-1.310104650493262,-0.5203787144335694,1.6777317414375137,0,False,False,True,False,False,True,False,False
-0.2599790317196787,-0.1779552320919985,-0.5203787144335694,1.9303679337809228,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-1.876179359693894,-0.17825773710834691,1.210737567711818,0,True,False,False,False,False,True,False,False
-0.15290846868540783,1.9513166098553318,-0.5203787144335694,1.8920897228198001,3,True,False,False,False,False,False,False,False
-0.20644375020254327,-1.704798943146914,-0.06421741133327274,0.15425894518483427,0,True,False,False,False,False,True,False,False
-0.20644375020254327,1.84744969073595,-0.24668193257339144,1.4557181178630025,3,False,True,False,False,False,False,False,False
-0.3135143132368141,-0.35972234055091695,-0.3607222583484656,-0.7797294022665571,1,False,True,False,False,False,True,False,False
-0.20644375020254327,0.2738658660773129,0.16386324021687562,-0.6955173381520874,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-2.0631398141087813,-0.5203787144335694,-0.8486301819965778,0,False,False,False,True,False,True,False,False
-0.2599790317196787,-0.07408831297261652,-0.4975706492785546,-0.8486301819965778,1,False,True,False,False,False,False,True,False
-0.15290846868540783,-0.7959634008523212,-0.1554496719533321,1.448062475670778,1,True,False,False,False,False,True,False,False
-0.2599790317196787,0.8970673807936048,-0.5203787144335694,-0.8486301819965778,2,True,False,False,False,False,False,False,False
-0.3135143132368141,-0.31817557290316434,-0.2922980628834211,-0.8486301819965778,1,False,True,False,False,False,False,False,False
-0.20644375020254327,-0.41684914606657714,-0.17825773710834691,-0.17493366908082006,1,False,True,False,False,False,True,False,False
-0.09937318716827241,0.964580878221203,0.6884487387822168,1.210737567711818,2,True,False,False,False,False,False,False,False
-0.3135143132368141,-2.1618133872721943,-0.5203787144335694,-0.8486301819965778,0,True,False,False,False,False,True,False,False
-0.3135143132368141,-1.5178384887320262,-0.5203787144335694,-0.8486301819965778,0,False,False,True,False,False,True,False,False
-0.20644375020254327,-0.9309903957075178,0.30071163114696464,-0.8486301819965778,1,True,False,False,False,False,False,False,False
-0.2599790317196787,-0.3441423026830098,-0.26948999772840626,0.34564999999044727,1,True,False,False,False,False,True,False,False
-0.2599790317196787,-1.0036972390910852,0.8709132600223354,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.3135143132368141,-1.2841379207134167,-0.2238738674183766,0.37627256875934534,0,True,False,False,False,False,True,False,False
-0.20644375020254327,1.1359612947681839,-0.10983354164330242,1.5016519710163498,2,False,True,False,False,False,False,False,False
-0.20644375020254327,1.2709882896233802,-0.31510612803843596,-0.8486301819965778,2,False,True,False,False,False,False,False,False
-0.2599790317196787,-1.0556306986507764,-0.4747625841235398,-0.43522550361645373,1,True,False,False,False,False,True,False,False
0.007697375865998424,-0.7699966710724757,-0.26948999772840626,-0.8486301819965778,1,True,False,False,False,False,True,False,False
1.2390088507601131,-2.037173084328936,-0.4747625841235398,-0.5194375677309234,0,True,False,False,False,False,True,False,False
-0.20644375020254327,1.7799361933083517,-0.5203787144335694,-0.16727802688859555,2,False,False,True,False,False,False,False,False
